FIPS,CountyPopulation,ClintonorTrumpState,Clinton,Trump,Total,PCTClinton,PCTTrump,PercentDifferenceC_T,PercentDifferenceT_C,Obama,Romney,2012TotalVotes,PCTObama,PCTRomney,VoteDifferenceO_R,PCTDifferenceO_R,ClintonBreakwithObama,TrumpbreakwithRomney,2010LandArea,Density,CBSACode,CSACode,CBSATitle,CBSAPopulation,Metropolitan_MicropolitanStatisticalArea,Central_OutlyingCounty,POP2010,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThousand,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,Baha'IAdherents,Baha'IAdherentsperThousand,"Buddhism,MahayanaAdherents","Buddhism,MahayanaAdherentsperThousand","Buddhism,TheravadaAdherents","Buddhism,TheravadaAdherentsperThousand","Buddhism,VajrayanaAdherents","Buddhism,VajrayanaAdherentsperThousand",TotalBuddhistAdherents,TotalBuddhistAdherentsperThousand,LatterDaySaintsAdherents,LatterDaySaintsAdherentsperThousand,Indian-AmericanHinduAdherents,Indian-AmericanHinduAdherentsperThousand,PostRenaissanceHinduAdherents,PostRenaissanceHinduAdherentsperThousand,RenaissanceHinduAdherents,RenaissanceHinduAdherentsperThousand,TraditionalHinduTemplesAdherents,TraditionalHinduTemplesAdherentsperThousand,TotalHinduAdherents,TotalHindusAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismAdherentsperThousand,OrthodoxJudaismAdherents,OrthodoxJudaismAdherentsperThousand,ReconstructionistJudaismAdherents,ReconstructionismJudaismAdherentsperThousand,ReformJudaismAdherents,ReformJudaismAdherentsperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand,UnitarianUniversalistAdherents,UnitarianUniversalistAdherentsperThousand,ZoroastrianAdherents,ZoroastrianAdherentsperThousand
19087,"19,950",Trump,"2,897","5,764","9,286",0.312,0.6207,-0.3087,0.3087,"4,451","5,025","9,613",0.463,0.5227,-574,-0.0597,"-1,554",739,434,46,,,,,,"Not Metro or Micro, Presumed Rural",20145,49,"9,322",462.75,"2,572",127.67,,,"5,334",264.78,"1,085",53.86,,,8,0.4,,,,,,, -   ,0,204,10.13,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19089,"9,410",Trump,"1,674","2,611","4,507",0.3714,0.5793,-0.2079,0.2079,"2,767","1,793","4,625",0.5983,0.3877,974,0.2106,"-1,093",818,473,20,,,,,,"Not Metro or Micro, Presumed Rural",9566,27,"7,950",831.07,"1,104",115.41,,,"2,914",304.62,"3,930",410.83,,,2,0.21,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19091,"9,555",Trump,"1,251","3,564","5,033",0.2486,0.7081,-0.4596,0.4596,"1,967","3,099","5,124",0.3839,0.6048,"-1,132",-0.2209,-716,465,434,22,,,,,,"Not Metro or Micro, Presumed Rural",9815,19,"7,671",781.56,"1,741",177.38,,,"4,613",469.99,"1,317",134.18,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19093,"7,028",Trump,792,"2,655","3,590",0.2206,0.7396,-0.5189,0.5189,"1,317","2,276","3,626",0.3632,0.6277,-959,-0.2645,-525,379,432,16,,,,,,"Not Metro or Micro, Presumed Rural",7089,21,"5,971",842.29,"2,029",286.22,,,"2,954",416.7,988,139.37,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19095,"16,401",Trump,"3,070","5,193","8,789",0.3493,0.5909,-0.2416,0.2416,"4,118","4,551","8,788",0.4686,0.5179,-433,-0.0493,"-1,048",642,586,28,,,,,,"Not Metro or Micro, Presumed Rural",16355,34,"9,494",580.5,"4,297",262.73,,,"2,561",156.59,"2,633",160.99,,,3,0.18,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19097,"19,444",Trump,"3,837","5,821","10,204",0.376,0.5705,-0.1944,0.1944,"5,877","4,171","10,166",0.5781,0.4103,"1,706",0.1678,"-2,040","1,650",636,31,,,,,,"Not Metro or Micro, Presumed Rural",19848,32,"11,866",597.84,250,12.6,,,"4,651",234.33,"6,843",344.77,,,3,0.15,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19099,"36,827",Trump,"7,108","10,556","18,776",0.3786,0.5622,-0.1836,0.1836,"10,240","8,868","19,385",0.5282,0.4575,"1,372",0.0708,"-3,132","1,688",730,50,35500,218,"Newton, IA",,Micropolitan Statistical Area,Central,36842,64,"16,127",437.73,"5,173",140.41,,,"7,916",214.86,"2,431",65.98,,,4,0.11,,,,,,, -   ,0,287,7.79,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19101,"17,555",Trump,"3,702","3,738","8,001",0.4627,0.4672,-0.0045,0.0045,"4,772","3,429","8,405",0.5678,0.408,"1,343",0.1598,"-1,070",309,436,40,21840,,"Fairfield, IA",,Micropolitan Statistical Area,Central,16843,39,"6,288",373.33,"1,716",101.88,,,"2,813",167.01,"1,020",60.56,,,31,1.84,,,,,,, -   ,0,343,20.36,238,14.13,127,7.54,,,,,365,21.67,,,,,,,,,,, -   ,0,,,,
19103,"144,251",Trump,"49,942","20,993","75,637",0.6603,0.2775,0.3827,-0.3827,"50,090","23,556","74,928",0.6685,0.3144,"26,534",0.3541,-148,"-2,563",614,235,26980,168,"Iowa City, IA","166,498",Metropolitan Statistical Area,Central,130882,110,"46,278",353.59,"10,223",78.11,178,1.36,"16,310",124.62,"15,691",119.89,120,0.92,81,0.62,,,14,0.11,457,3.49,471,3.6,"1,752",13.39,,,118,0.9,,,,,118,0.9,308,2.35,251,1.92,,,,,251,1.92,502,3.84,405,3.09,,
19105,"20,466",Trump,"3,779","5,718","10,011",0.3775,0.5712,-0.1937,0.1937,"5,514","4,712","10,371",0.5317,0.4543,802,0.0773,"-1,735","1,006",576,36,16300,168,"Cedar Rapids, IA","266,040",Metropolitan Statistical Area,Outlying,20638,36,"9,900",479.7,"1,122",54.37,,,"5,308",257.2,"3,463",167.8,,,7,0.34,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19107,"10,163",Trump,"1,265","3,385","4,858",0.2604,0.6968,-0.4364,0.4364,"2,298","2,840","5,221",0.4401,0.544,-542,-0.1038,"-1,033",545,579,18,,,,,,"Not Metro or Micro, Presumed Rural",10511,32,"4,418",420.32,303,28.83,,,"2,531",240.8,"1,582",150.51,,,2,0.19,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19109,"15,165",Trump,"2,529","5,637","8,505",0.2974,0.6628,-0.3654,0.3654,"3,824","4,914","8,833",0.4329,0.5563,"-1,090",-0.1234,"-1,295",723,973,16,,,,,,"Not Metro or Micro, Presumed Rural",15543,44,"13,898",894.16,"3,044",195.84,,,"4,120",265.07,"6,733",433.19,,,1,0.06,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19111,"35,089",Trump,"6,195","8,762","15,893",0.3898,0.5513,-0.1615,0.1615,"9,428","6,787","16,488",0.5718,0.4116,"2,641",0.1602,"-3,233","1,975",518,68,22800,,"Fort Madison-Keokuk, IA-IL-MO",,Micropolitan Statistical Area,Central,35862,72,"18,016",502.37,"4,137",115.36,,,"6,765",188.64,"6,389",178.16,,,8,0.22,,,,,,, -   ,0,479,13.36,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19113,"219,916",Trump,"58,481","48,183","114,664",0.51,0.4202,0.0898,-0.0898,"68,028","47,427","117,122",0.5808,0.4049,"20,601",0.1759,"-9,547",756,717,307,16300,168,"Cedar Rapids, IA","266,040",Metropolitan Statistical Area,Central,211226,203,"111,583",528.26,"29,184",138.16,433,2.05,"35,522",168.17,"40,930",193.77,545,2.58,110,0.52,25,0.12,,,,,25,0.12,"1,959",9.27,,,,,,,800,3.79,800,3.79,"1,416",6.7,,,,,,,308,1.46,308,1.46,232,1.1,,
19115,"11,185",Trump,"1,643","3,060","4,943",0.3324,0.6191,-0.2867,0.2867,"2,449","2,416","4,921",0.4977,0.491,33,0.0067,-806,644,402,28,,,,,,"Not Metro or Micro, Presumed Rural",11387,23,"3,886",341.27,880,77.28,,,"2,513",220.69,493,43.29,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19117,"8,682",Trump,"1,236","2,873","4,297",0.2876,0.6686,-0.381,0.381,"1,977","2,248","4,273",0.4627,0.5261,-271,-0.0634,-741,625,431,20,,,,,,"Not Metro or Micro, Presumed Rural",8898,26,"3,968",445.94,"1,581",177.68,,,"1,620",182.06,607,68.22,,,2,0.22,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19119,"11,745",Trump,917,"5,188","6,336",0.1447,0.8188,-0.6741,0.6741,"1,416","4,965","6,466",0.219,0.7679,"-3,549",-0.5489,-499,223,588,20,,,,,,"Not Metro or Micro, Presumed Rural",11581,39,"10,091",871.34,"3,193",275.71,,,"5,631",486.23,"1,266",109.32,,,1,0.09,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19121,"15,753",Trump,"2,666","5,336","8,523",0.3128,0.6261,-0.3133,0.3133,"3,508","4,492","8,140",0.431,0.5518,-984,-0.1209,-842,844,561,28,19780,218,"Des Moines-West Des Moines, IA","622,899",Metropolitan Statistical Area,Outlying,15679,34,"6,020",383.95,"1,830",116.72,,,"3,247",207.09,810,51.66,,,1,0.06,,,,,,, -   ,0,132,8.42,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19123,"22,324",Trump,"2,606","7,404","10,494",0.2483,0.7055,-0.4572,0.4572,"4,207","6,420","10,777",0.3904,0.5957,"-2,213",-0.2053,"-1,601",984,571,39,36820,423,"Oskaloosa, IA",,Micropolitan Statistical Area,Central,22381,49,"9,931",443.72,"4,039",180.47,,,"4,497",200.93,"1,040",46.47,,,5,0.22,,,,,,, -   ,0,192,8.58,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19125,"33,294",Trump,"5,469","10,940","17,554",0.3116,0.6232,-0.3117,0.3117,"7,478","9,810","17,536",0.4264,0.5594,"-2,332",-0.133,"-2,009","1,130",555,60,37800,423,"Pella, IA",,Micropolitan Statistical Area,Central,33309,71,"20,064",602.36,"5,533",166.11,,,"11,749",352.73,"2,368",71.09,40,1.2,4,0.12,,,,,,, -   ,0,212,6.36,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19127,"40,746",Trump,"7,623","9,125","17,700",0.4307,0.5155,-0.0849,0.0849,"10,085","8,411","18,727",0.5385,0.4491,"1,674",0.0894,"-2,462",714,573,71,32260,,"Marshalltown, IA",,Micropolitan Statistical Area,Central,40648,63,"21,837",537.22,"5,137",126.38,,,"8,752",215.31,"7,364",181.17,,,23,0.57,,,,,,, -   ,0,403,9.91,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19129,"14,844",Trump,"2,080","5,050","7,608",0.2734,0.6638,-0.3904,0.3904,"2,842","4,211","7,169",0.3964,0.5874,"-1,369",-0.191,-762,839,437,34,36540,420,"Omaha-Council Bluffs, NE-IA","915,312",Metropolitan Statistical Area,Outlying,15059,27,"5,876",390.2,"1,052",69.86,,,"3,113",206.72,"1,295",86,,,1,0.07,,,,,,, -   ,0,415,27.56,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19131,"10,832",Trump,"1,879","3,180","5,360",0.3506,0.5933,-0.2427,0.2427,"2,831","2,643","5,580",0.5073,0.4737,188,0.0337,-952,537,469,23,,,,,,"Not Metro or Micro, Presumed Rural",10776,26,"7,222",670.19,"1,491",138.36,,,"3,368",312.55,"2,357",218.73,,,6,0.56,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19133,"8,979",Trump,"1,244","3,115","4,525",0.2749,0.6884,-0.4135,0.4135,"2,098","2,555","4,707",0.4457,0.5428,-457,-0.0971,-854,560,694,13,,,,,,"Not Metro or Micro, Presumed Rural",9243,27,"5,440",588.55,"1,714",185.44,,,"2,518",272.42,"1,207",130.59,,,1,0.11,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19135,"7,973",Trump,"1,053","2,635","3,844",0.2739,0.6855,-0.4116,0.4116,"1,729","2,022","3,802",0.4548,0.5318,-293,-0.0771,-676,613,434,18,,,,,,"Not Metro or Micro, Presumed Rural",7970,18,"3,802",477.04,520,65.24,,,"1,698",213.05,"1,583",198.62,,,1,0.13,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19137,"10,234",Trump,"1,312","3,431","4,998",0.2625,0.6865,-0.424,0.424,"1,919","2,999","5,000",0.3838,0.5998,"-1,080",-0.216,-607,432,424,24,,,,,,"Not Metro or Micro, Presumed Rural",10740,30,"5,682",529.05,"1,164",108.38,,,"3,913",364.34,605,56.33,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19139,"43,011",Trump,"8,284","9,549","19,086",0.434,0.5003,-0.0663,0.0663,"11,213","8,152","19,726",0.5684,0.4133,"3,061",0.1552,"-2,929","1,397",437,98,34700,209,"Muscatine, IA",,Micropolitan Statistical Area,Central,42745,65,"17,603",411.81,"3,262",76.31,,,"7,542",176.44,"6,120",143.17,,,14,0.33,,,,,,, -   ,0,546,12.77,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19141,"13,984",Trump,"1,314","5,735","7,348",0.1788,0.7805,-0.6017,0.6017,"1,964","5,259","7,295",0.2692,0.7209,"-3,295",-0.4517,-650,476,573,24,,,,,,"Not Metro or Micro, Presumed Rural",14398,44,"11,046",767.19,"4,036",280.32,,,"5,622",390.47,"1,388",96.4,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19143,"6,154",Trump,552,"2,528","3,197",0.1727,0.7907,-0.6181,0.6181,909,"2,225","3,179",0.2859,0.6999,"-1,316",-0.414,-357,303,399,15,,,,,,"Not Metro or Micro, Presumed Rural",6462,22,"4,635",717.27,938,145.16,,,"2,862",442.9,835,129.22,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19145,"15,527",Trump,"1,801","4,875","6,968",0.2585,0.6996,-0.4412,0.4412,"2,588","4,338","7,014",0.369,0.6185,"-1,750",-0.2495,-787,537,535,29,,,,,,"Not Metro or Micro, Presumed Rural",15932,54,"9,240",579.96,"2,902",182.15,,,"4,919",308.75,774,48.58,,,1,0.06,,,,,,, -   ,0,455,28.56,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19147,"9,133",Trump,"1,395","3,079","4,674",0.2985,0.6588,-0.3603,0.3603,"2,124","2,649","4,857",0.4373,0.5454,-525,-0.1081,-729,430,564,16,,,,,,"Not Metro or Micro, Presumed Rural",9421,28,"7,250",769.56,"1,444",153.27,,,"3,008",319.29,"2,798",297,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19149,"24,800",Trump,"2,878","9,659","13,057",0.2204,0.7398,-0.5193,0.5193,"4,148","8,577","12,909",0.3213,0.6644,"-4,429",-0.3431,"-1,270","1,082",863,29,43580,512,"Sioux City, IA-NE-SD","169,069",Metropolitan Statistical Area,Outlying,24986,51,"18,418",737.13,"2,944",117.83,,,"6,937",277.64,"8,529",341.35,,,8,0.32,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19151,"7,008",Trump,962,"2,692","3,831",0.2511,0.7027,-0.4516,0.4516,"1,518","2,388","3,992",0.3803,0.5982,-870,-0.2179,-556,304,577,12,,,,,,"Not Metro or Micro, Presumed Rural",7310,24,"4,545",621.75,152,20.79,,,"2,672",365.53,"1,721",235.43,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19153,"467,711",Trump,"119,671","93,421","228,420",0.5239,0.409,0.1149,-0.1149,"128,264","96,029","227,563",0.5636,0.422,"32,235",0.1417,"-8,593","-2,608",574,815,19780,218,"Des Moines-West Des Moines, IA","622,899",Metropolitan Statistical Area,Central,430640,402,"193,762",449.94,"53,822",124.98,"5,275",12.25,"61,821",143.56,"62,867",145.99,646,1.5,135,0.31,11,0.03,710,1.65,,,721,1.67,"3,822",8.88,,,101,0.23,,,,,101,0.23,"1,724",4,656,1.52,200,0.46,,,940,2.18,"1,796",4.16,557,1.29,1,0
19155,"93,671",Trump,"15,341","24,441","42,226",0.3633,0.5788,-0.2155,0.2155,"19,347","21,751","41,679",0.4642,0.5219,"-2,404",-0.0577,"-4,006","2,690",950,99,36540,420,"Omaha-Council Bluffs, NE-IA","915,312",Metropolitan Statistical Area,Central,93158,118,"36,210",388.69,"11,369",122.04,,,"13,430",144.16,"8,947",96.04,80,0.86,21,0.23,,,,,,, -   ,0,"1,771",19.01,,,,,,,25,0.27,25,0.27,,,,,,,,,,, -   ,0,,,,
19157,"18,550",Trump,"4,272","4,936","9,693",0.4407,0.5092,-0.0685,0.0685,"5,307","4,409","9,858",0.5383,0.4473,898,0.0911,"-1,035",527,585,32,,,,,,"Not Metro or Micro, Presumed Rural",18914,41,"9,210",486.94,"2,682",141.8,,,"4,905",259.33,"1,615",85.39,,,8,0.42,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19159,"5,068",Trump,753,"1,820","2,684",0.2806,0.6781,-0.3975,0.3975,"1,181","1,366","2,578",0.4581,0.5299,-185,-0.0718,-428,454,536,9,,,,,,"Not Metro or Micro, Presumed Rural",5131,26,"3,171",618.01,723,140.91,,,"2,187",426.23,103,20.07,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19161,"10,021",Trump,"1,269","3,692","5,158",0.246,0.7158,-0.4698,0.4698,"2,117","3,086","5,256",0.4028,0.5871,-969,-0.1844,-848,606,575,17,,,,,,"Not Metro or Micro, Presumed Rural",10350,35,"7,799",753.53,"2,479",239.52,,,"2,790",269.57,"2,529",244.35,,,1,0.1,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19163,"172,126",Trump,"40,302","39,083","84,878",0.4748,0.4605,0.0144,-0.0144,"50,581","38,223","89,826",0.5631,0.4255,"12,358",0.1376,"-10,279",860,458,376,19340,209,"Davenport-Moline-Rock Island, IA-IL","383,606",Metropolitan Statistical Area,Central,165224,154,"79,401",480.57,"19,206",116.24,"2,058",12.46,"25,031",151.5,"30,508",184.65,,,160,0.97,,,15,0.09,,,15,0.09,"1,022",6.19,,,,,,,,, -   ,0,308,1.86,,,60,0.36,,,394,2.38,454,2.74,282,1.71,,
19165,"11,927",Trump,"1,649","4,340","6,270",0.263,0.6922,-0.4292,0.4292,"2,468","3,903","6,456",0.3823,0.6046,"-1,435",-0.2223,-819,437,591,20,,,,,,"Not Metro or Micro, Presumed Rural",12167,35,"9,031",742.25,"3,344",274.84,,,"2,033",167.09,"3,464",284.7,,,1,0.08,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19167,"34,937",Trump,"2,289","14,761","17,989",0.1272,0.8206,-0.6933,0.6933,"2,683","14,361","17,181",0.1562,0.8359,"-11,678",-0.6797,-394,400,768,45,,,,,,"Not Metro or Micro, Presumed Rural",33704,79,"28,776",853.79,"12,988",385.35,,,"13,316",395.09,"2,471",73.31,,,1,0.03,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19169,"96,021",Trump,"25,085","19,111","48,910",0.5129,0.3907,0.1221,-0.1221,"25,940","19,557","46,529",0.5575,0.4203,"6,383",0.1372,-855,-446,573,168,11180,218,"Ames, IA","96,021",Metropolitan Statistical Area,Central,89542,111,"43,961",490.95,"14,233",158.95,,,"18,811",210.08,"8,825",98.56,21,0.23,43,0.48,,,,,36,0.4,36,0.4,920,10.27,,,,,,,,, -   ,0,308,3.44,,,,,,,173,1.93,173,1.93,433,4.84,,
19171,"17,337",Trump,"3,194","4,968","8,636",0.3698,0.5753,-0.2054,0.2054,"4,737","4,076","8,930",0.5305,0.4564,661,0.074,"-1,543",892,721,24,,,,,,"Not Metro or Micro, Presumed Rural",17767,36,"8,582",483.03,727,40.92,,,"5,233",294.53,"2,614",147.13,,,8,0.45,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19173,"6,205",Trump,755,"2,108","3,003",0.2514,0.702,-0.4505,0.4505,"1,261","1,680","2,978",0.4234,0.5641,-419,-0.1407,-506,428,532,12,,,,,,"Not Metro or Micro, Presumed Rural",6317,29,"3,568",564.83,550,87.07,,,"2,578",408.11,244,38.63,,,,,,,,,,, -   ,0,196,31.03,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19175,"12,469",Trump,"1,920","3,521","5,768",0.3329,0.6104,-0.2776,0.2776,"3,029","2,800","5,899",0.5135,0.4747,229,0.0388,"-1,109",721,424,29,,,,,,"Not Metro or Micro, Presumed Rural",12534,34,"5,263",419.9,"1,015",80.98,,,"2,932",233.92,"1,157",92.31,,,1,0.08,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19177,"7,344",Trump,843,"2,524","3,526",0.2391,0.7158,-0.4767,0.4767,"1,398","2,058","3,540",0.3949,0.5814,-660,-0.1864,-555,466,485,15,,,,,,"Not Metro or Micro, Presumed Rural",7570,30,"3,031",400.4,"1,385",182.96,,,"1,411",186.39,235,31.04,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19179,"35,173",Trump,"5,591","8,710","14,996",0.3728,0.5808,-0.208,0.208,"8,616","6,777","15,630",0.5512,0.4336,"1,839",0.1177,"-3,025","1,933",432,81,36900,,"Ottumwa, IA",,Micropolitan Statistical Area,Central,35625,77,"14,142",396.97,"6,200",174.04,121,3.4,"3,975",111.58,"3,325",93.33,,,11,0.31,,,,,,, -   ,0,491,13.78,,,,,,,,, -   ,0,,,19,0.53,,,,,,,19,0.53,,,,
19181,"48,626",Trump,"10,371","14,773","26,916",0.3853,0.5489,-0.1635,0.1635,"12,521","13,031","25,875",0.4839,0.5036,-510,-0.0197,"-2,150","1,742",570,85,19780,218,"Des Moines-West Des Moines, IA","622,899",Metropolitan Statistical Area,Outlying,46225,66,"18,322",396.37,"4,222",91.34,,,"9,123",197.36,"4,646",100.51,,,6,0.13,,,,,,, -   ,0,167,3.61,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19183,"22,247",Trump,"3,938","6,170","10,824",0.3638,0.57,-0.2062,0.2062,"5,081","5,540","10,880",0.467,0.5092,-459,-0.0422,"-1,143",630,569,39,26980,168,"Iowa City, IA","166,498",Metropolitan Statistical Area,Outlying,21704,57,"12,465",574.32,"4,150",191.21,,,"4,170",192.13,"3,956",182.27,,,6,0.28,,,,,,, -   ,0,183,8.43,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19185,"6,385",Trump,719,"2,069","2,921",0.2461,0.7083,-0.4622,0.4622,"1,251","1,583","2,886",0.4335,0.5485,-332,-0.115,-532,486,525,12,,,,,,"Not Metro or Micro, Presumed Rural",6403,28,"3,203",500.23,"1,058",165.24,,,"1,910",298.3,76,11.87,,,1,0.16,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19187,"37,071",Trump,"6,293","10,049","17,239",0.365,0.5829,-0.2179,0.2179,"9,458","8,453","18,118",0.522,0.4666,"1,005",0.0555,"-3,165","1,596",716,52,22700,,"Fort Dodge, IA",,Micropolitan Statistical Area,Central,38013,68,"24,553",645.91,"7,058",185.67,132,3.47,"9,414",247.65,"7,056",185.62,,,2,0.05,,,,,,, -   ,0,483,12.71,250,6.58,,,,,,,250,6.58,,,,,,,,,,, -   ,0,,,,
19189,"10,609",Trump,"1,920","3,437","5,717",0.3358,0.6012,-0.2653,0.2653,"2,895","2,897","5,878",0.4925,0.4929,-2,-0.0003,-975,540,400,26,,,,,,"Not Metro or Micro, Presumed Rural",10866,32,"8,979",826.34,917,84.39,,,"7,247",666.94,810,74.54,,,5,0.46,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19191,"20,709",Trump,"5,238","5,332","11,217",0.467,0.4753,-0.0084,0.0084,"6,245","4,618","11,016",0.5669,0.4192,"1,627",0.1477,"-1,007",714,690,30,,,,,,"Not Metro or Micro, Presumed Rural",21056,43,"17,174",815.63,500,23.75,,,"10,308",489.55,"6,307",299.53,,,6,0.28,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,53,2.52,,
19193,"102,782",Trump,"16,102","24,627","42,933",0.375,0.5736,-0.1986,0.1986,"22,026","22,136","44,702",0.4927,0.4952,-110,-0.0025,"-5,924","2,491",873,118,43580,512,"Sioux City, IA-NE-SD","169,069",Metropolitan Statistical Area,Central,102172,143,"60,423",591.39,"17,162",167.97,126,1.23,"17,713",173.36,"22,732",222.49,450,4.4,51,0.5,,,,,,, -   ,0,"1,253",12.26,,,,,,,,, -   ,0,308,3.01,,,,,,,370,3.62,370,3.62,69,0.68,,
19195,"7,569",Trump,"1,523","2,443","4,216",0.3612,0.5795,-0.2182,0.2182,"2,343","1,743","4,143",0.5655,0.4207,600,0.1448,-820,700,400,19,32380,,"Mason City, IA",,Micropolitan Statistical Area,Outlying,7598,22,"5,532",728.09,621,81.73,,,"4,521",595.03,390,51.33,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19197,"12,773",Trump,"1,890","3,790","5,949",0.3177,0.6371,-0.3194,0.3194,"2,794","3,309","6,174",0.4525,0.536,-515,-0.0834,-904,481,580,22,,,,,,"Not Metro or Micro, Presumed Rural",13229,44,"8,887",671.78,"2,115",159.88,,,"4,796",362.54,"1,972",149.07,,,4,0.3,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
20001,"12,717",Trump,"1,398","3,575","5,314",0.2631,0.6728,-0.4097,0.4097,"1,842","3,261","5,221",0.3528,0.6246,"-1,419",-0.2718,-444,314,500,25,,,,,,"Not Metro or Micro, Presumed Rural",13371,47,"8,407",628.75,"2,926",218.83,183,13.69,"3,254",243.36,"1,440",107.7,,,2,0.15,,,,,,, -   ,0,423,31.64,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
20003,"7,808",Trump,665,"2,386","3,277",0.2029,0.7281,-0.5252,0.5252,937,"2,246","3,274",0.2862,0.686,"-1,309",-0.3998,-272,140,580,13,,,,,,"Not Metro or Micro, Presumed Rural",8102,25,"4,270",527.03,"1,514",186.87,,,"1,001",123.55,"1,754",216.49,,,1,0.12,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
