FIPS,CountyPopulation,ClintonorTrumpState,Clinton,Trump,Total,PCTClinton,PCTTrump,PercentDifferenceC_T,PercentDifferenceT_C,Obama,Romney,2012TotalVotes,PCTObama,PCTRomney,VoteDifferenceO_R,PCTDifferenceO_R,ClintonBreakwithObama,TrumpbreakwithRomney,2010LandArea,Density,CBSACode,CSACode,CBSATitle,CBSAPopulation,Metropolitan_MicropolitanStatisticalArea,Central_OutlyingCounty,POP2010,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThousand,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,Baha'IAdherents,Baha'IAdherentsperThousand,"Buddhism,MahayanaAdherents","Buddhism,MahayanaAdherentsperThousand","Buddhism,TheravadaAdherents","Buddhism,TheravadaAdherentsperThousand","Buddhism,VajrayanaAdherents","Buddhism,VajrayanaAdherentsperThousand",TotalBuddhistAdherents,TotalBuddhistAdherentsperThousand,LatterDaySaintsAdherents,LatterDaySaintsAdherentsperThousand,Indian-AmericanHinduAdherents,Indian-AmericanHinduAdherentsperThousand,PostRenaissanceHinduAdherents,PostRenaissanceHinduAdherentsperThousand,RenaissanceHinduAdherents,RenaissanceHinduAdherentsperThousand,TraditionalHinduTemplesAdherents,TraditionalHinduTemplesAdherentsperThousand,TotalHinduAdherents,TotalHindusAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismAdherentsperThousand,OrthodoxJudaismAdherents,OrthodoxJudaismAdherentsperThousand,ReconstructionistJudaismAdherents,ReconstructionismJudaismAdherentsperThousand,ReformJudaismAdherents,ReformJudaismAdherentsperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand,UnitarianUniversalistAdherents,UnitarianUniversalistAdherentsperThousand,ZoroastrianAdherents,ZoroastrianAdherentsperThousand
40127,"11,183",Trump,748,"3,581","4,483",0.1669,0.7988,-0.6319,0.6319,"1,043","3,087","4,130",0.2525,0.7475,"-2,044",-0.4949,-295,494,1396,8,,,,,,"Not Metro or Micro, Presumed Rural",11572,52,"7,940",686.14,"7,344",634.64,,,536,46.32,60,5.18,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40129,"3,788",Trump,151,"1,546","1,758",0.0859,0.8794,-0.7935,0.7935,272,"1,402","1,674",0.1625,0.8375,"-1,130",-0.675,-121,144,1141,3,,,,,,"Not Metro or Micro, Presumed Rural",3647,23,"3,588",983.82,"2,978",816.56,,,610,167.26,,,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40131,"90,802",Trump,"7,895","30,893","40,834",0.1933,0.7566,-0.5632,0.5632,"9,146","27,531","36,677",0.2494,0.7506,"-18,385",-0.5013,"-1,251","3,362",676,134,46140,538,"Tulsa, OK","981,005",Metropolitan Statistical Area,Outlying,86905,116,"38,468",442.64,"28,301",325.65,374,4.3,"7,079",81.46,"2,000",23.01,,,8,0.09,,,,,,, -   ,0,706,8.12,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40133,"25,548",Trump,"2,067","5,612","8,032",0.2573,0.6987,-0.4414,0.4414,"2,597","4,852","7,449",0.3486,0.6514,"-2,255",-0.3027,-530,760,633,40,,,,,,"Not Metro or Micro, Presumed Rural",25482,89,"16,029",629.03,"12,725",499.37,375,14.72,"1,841",72.25,483,18.95,,,45,1.77,,,,,,, -   ,0,404,15.85,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40135,"41,153",Trump,"3,061","10,888","14,437",0.212,0.7542,-0.5421,0.5421,"4,193","9,573","13,766",0.3046,0.6954,"-5,380",-0.3908,"-1,132","1,315",673,61,22900,,"Fort Smith, AR-OK","280,241",Metropolitan Statistical Area,Outlying,42391,87,"15,436",364.13,"12,746",300.68,187,4.41,"1,791",42.25,220,5.19,,,5,0.12,,,,,,, -   ,0,331,7.81,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40137,"44,581",Trump,"3,084","14,166","17,886",0.1724,0.792,-0.6196,0.6196,"3,939","12,907","16,846",0.2338,0.7662,"-8,968",-0.5324,-855,"1,259",870,51,20340,,"Duncan, OK",,Micropolitan Statistical Area,Central,45048,101,"29,313",650.71,"23,758",527.39,160,3.55,"4,268",94.74,644,14.3,,,10,0.22,,,,,,, -   ,0,473,10.5,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40139,"21,489",Trump,855,"4,615","5,771",0.1482,0.7997,-0.6515,0.6515,854,"4,908","5,762",0.1482,0.8518,"-4,054",-0.7036,1,-293,2041,11,25100,,"Guymon, OK",,Micropolitan Statistical Area,Central,20640,63,"11,562",560.17,"6,603",319.91,,,"2,956",143.22,"1,814",87.89,,,2,0.1,,,,,,, -   ,0,187,9.06,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40141,"7,515",Trump,657,"1,944","2,706",0.2428,0.7184,-0.4756,0.4756,906,"1,813","2,719",0.3332,0.6668,-907,-0.3336,-249,131,871,9,,,,,,"Not Metro or Micro, Presumed Rural",7992,31,"7,543",943.82,"6,002",751,123,15.39,"1,251",156.53,150,18.77,,,17,2.13,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40143,"639,242",Trump,"87,663","143,985","246,557",0.3555,0.584,-0.2284,0.2284,"82,633","144,908","227,541",0.3632,0.6368,"-62,275",-0.2737,"5,030",-923,570,1121,46140,538,"Tulsa, OK","981,005",Metropolitan Statistical Area,Central,603403,754,"378,323",626.98,"213,615",354.02,"12,226",20.26,"85,250",141.28,"49,144",81.44,778,1.29,196,0.32,506,0.84,14,0.02,10,0.02,530,0.88,"7,407",12.28,,,,,,,160,0.27,160,0.27,"2,954",4.9,"1,339",2.22,,,,,"1,066",1.77,"2,405",3.99,"2,715",4.5,7,0.01
40145,"76,559",Trump,"6,711","22,967","31,246",0.2148,0.735,-0.5203,0.5203,"7,773","20,848","28,621",0.2716,0.7284,"-13,075",-0.4568,"-1,062","2,119",562,136,46140,538,"Tulsa, OK","981,005",Metropolitan Statistical Area,Central,73085,75,"18,886",258.41,"14,374",196.68,694,9.5,"3,426",46.88,319,4.36,,,73,1,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40147,"52,021",Trump,"5,047","15,810","22,208",0.2273,0.7119,-0.4846,0.4846,"5,532","15,667","21,199",0.261,0.739,"-10,135",-0.4781,-485,143,415,125,12780,538,"Bartlesville, OK",,Micropolitan Statistical Area,Central,50976,99,"35,793",702.15,"23,751",465.93,183,3.59,"8,078",158.47,"2,381",46.71,,,26,0.51,,,,,,, -   ,0,"1,169",22.93,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,49,0.96,,
40149,"11,661",Trump,588,"3,851","4,628",0.1271,0.8321,-0.7051,0.7051,821,"3,482","4,303",0.1908,0.8092,"-2,661",-0.6184,-233,369,1003,12,,,,,,"Not Metro or Micro, Presumed Rural",11629,39,"7,806",671.25,"6,641",571.07,,,"1,084",93.22,81,6.97,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40151,"9,304",Trump,521,"2,945","3,665",0.1422,0.8035,-0.6614,0.6614,670,"2,725","3,395",0.1973,0.8027,"-2,055",-0.6053,-149,220,1286,7,,,,,,"Not Metro or Micro, Presumed Rural",8878,34,"6,063",682.92,"3,417",384.88,,,"2,368",266.73,148,16.67,,,3,0.34,,,,,,, -   ,0,127,14.31,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
40153,"21,559",Trump,871,"6,329","7,573",0.115,0.8357,-0.7207,0.7207,"1,129","5,936","7,065",0.1598,0.8402,"-4,807",-0.6804,-258,393,1242,17,49260,,"Woodward, OK",,Micropolitan Statistical Area,Central,20081,47,"15,080",750.96,"8,459",421.24,,,"4,358",217.02,"1,765",87.89,,,3,0.15,,,,,,, -   ,0,339,16.88,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41001,"16,005",Clinton,"1,781","6,160","8,479",0.21,0.7265,-0.5165,0.5165,"2,364","5,692","8,351",0.2831,0.6816,"-3,328",-0.3985,-583,468,3068,5,,,,,,"Not Metro or Micro, Presumed Rural",16134,38,"5,084",315.11,"1,778",110.2,,,595,36.88,"1,196",74.13,,,24,1.49,,,,,,, -   ,0,"1,363",84.48,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41003,"87,572",Clinton,"28,431","13,030","45,577",0.6238,0.2859,0.3379,-0.3379,"27,662","14,922","44,262",0.625,0.3371,"12,740",0.2878,769,"-1,892",676,130,18700,440,"Corvallis, OR","87,572",Metropolitan Statistical Area,Central,85579,84,"22,224",259.69,"6,758",78.97,,,"4,065",47.5,"7,077",82.7,160,1.87,210,2.45,149,1.74,,,89,1.04,238,2.78,"2,892",33.79,,,77,0.9,,,,,77,0.9,308,3.6,,,,,,,,, -   ,0,434,5.07,5,0.06
41005,"401,515",Clinton,"90,187","79,062","182,136",0.4952,0.4341,0.0611,-0.0611,"94,013","87,551","185,564",0.5066,0.4718,"6,462",0.0348,"-3,826","-8,489",1870,215,38900,440,"Portland-Vancouver-Hillsboro, OR-WA","2,389,228",Metropolitan Statistical Area,Central,375992,312,"109,797",292.02,"49,829",132.53,,,"15,118",40.21,"27,128",72.15,"2,275",6.05,410,1.09,,,396,1.05,,,396,1.05,"14,058",37.39,,,,,,,,, -   ,0,,,,,,,,,251,0.67,251,0.67,327,0.87,5,0.01
41007,"37,831",Clinton,"8,899","7,794","18,158",0.4901,0.4292,0.0609,-0.0609,"9,616","7,101","17,206",0.5589,0.4127,"2,515",0.1462,-717,693,829,46,11820,,"Astoria, OR",,Micropolitan Statistical Area,Central,37039,56,"10,202",275.44,"3,075",83.02,,,"1,942",52.43,"3,595",97.06,,,77,2.08,,,,,,, -   ,0,"1,483",40.04,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,30,0.81,,
41009,"49,600",Clinton,"9,959","12,967","25,077",0.3971,0.5171,-0.12,0.12,"11,843","10,645","23,298",0.5083,0.4569,"1,198",0.0514,"-1,884","2,322",657,75,38900,440,"Portland-Vancouver-Hillsboro, OR-WA","2,389,228",Metropolitan Statistical Area,Outlying,49351,71,"9,823",199.04,"4,269",86.5,,,"1,342",27.19,"1,377",27.9,,,41,0.83,317,6.42,,,,,317,6.42,"2,477",50.19,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41011,"63,121",Clinton,"10,355","17,699","30,181",0.3431,0.5864,-0.2433,0.2433,"12,628","14,398","27,926",0.4522,0.5156,"-1,770",-0.0634,"-2,273","3,301",1596,40,18300,,"Coos Bay, OR",,Micropolitan Statistical Area,Central,63043,101,"15,320",243.01,"7,351",116.6,,,"2,380",37.75,"2,658",42.16,,,76,1.21,,,,,32,0.51,32,0.51,"2,626",41.65,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,30,0.48,,
41013,"21,630",Clinton,"2,591","8,388","11,638",0.2226,0.7207,-0.4981,0.4981,"3,081","6,769","10,109",0.3048,0.6696,"-3,688",-0.3648,-490,"1,619",2979,7,39260,140,"Prineville, OR",,Micropolitan Statistical Area,Central,20978,24,"4,964",236.63,"2,385",113.69,180,8.58,285,13.59,"1,035",49.34,,,52,2.48,,,,,,, -   ,0,"1,027",48.96,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41015,"22,483",Clinton,"4,253","7,157","12,163",0.3497,0.5884,-0.2388,0.2388,"4,611","6,577","11,529",0.3999,0.5705,"-1,966",-0.1705,-358,580,1627,14,15060,,"Brookings, OR",,Micropolitan Statistical Area,Central,22364,43,"5,581",249.55,"2,043",91.35,,,710,31.75,"1,560",69.75,,,24,1.07,,,,,,, -   ,0,994,44.45,250,11.18,,,,,,,250,11.18,,,,,,,,,,, -   ,0,,,,
41017,"175,268",Clinton,"40,222","43,667","90,584",0.444,0.4821,-0.038,0.038,"34,985","40,670","77,441",0.4518,0.5252,"-5,685",-0.0734,"5,237","2,997",3018,58,13460,140,"Bend-Redmond, OR","175,268",Metropolitan Statistical Area,Central,157733,146,"40,314",255.58,"17,329",109.86,,,"4,922",31.2,"11,643",73.81,26,0.16,145,0.92,,,267,1.69,74,0.47,341,2.16,"5,174",32.8,,,54,0.34,,,,,54,0.34,,,,,,,,,165,1.05,165,1.05,181,1.15,,
41019,"107,685",Clinton,"13,891","34,112","51,350",0.2705,0.6643,-0.3938,0.3938,"17,032","30,588","49,062",0.3472,0.6235,"-13,556",-0.2763,"-3,141","3,524",5036,21,40700,,"Roseburg, OR",,Micropolitan Statistical Area,Central,107667,183,"29,491",273.91,"19,604",182.08,,,"2,206",20.49,"2,443",22.69,,,145,1.35,11,0.1,,,,,11,0.1,"4,540",42.17,,,,,,,,, -   ,0,308,2.86,,,,,,,,, -   ,0,67,0.62,,
41021,"1,859",Clinton,221,632,937,0.2359,0.6745,-0.4386,0.4386,371,637,"1,044",0.3554,0.6102,-266,-0.2548,-150,-5,1205,2,,,,,,"Not Metro or Micro, Presumed Rural",1871,7,492,262.96,122,65.21,,,224,119.72,142,75.9,,,4,2.14,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41023,"7,185",Clinton,732,"3,187","4,171",0.1755,0.7641,-0.5886,0.5886,834,"2,848","3,778",0.2208,0.7538,"-2,014",-0.5331,-102,339,4529,2,,,,,,"Not Metro or Micro, Presumed Rural",7445,28,"1,839",247.01,634,85.16,,,327,43.92,405,54.4,,,11,1.48,,,,,,, -   ,0,462,62.06,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41025,"7,200",Clinton,682,"2,904","3,850",0.1771,0.7543,-0.5771,0.5771,829,"2,599","3,535",0.2345,0.7352,"-1,770",-0.5007,-147,305,10133,1,,,,,,"Not Metro or Micro, Presumed Rural",7422,19,"2,068",278.63,480,64.67,,,202,27.22,689,92.83,,,19,2.56,,,,,,, -   ,0,678,91.35,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41027,"23,137",Clinton,"6,359","3,223","10,383",0.6124,0.3104,0.302,-0.302,"5,977","3,400","9,662",0.6186,0.3519,"2,577",0.2667,382,-177,522,44,26220,,"Hood River, OR",,Micropolitan Statistical Area,Central,22346,35,"8,587",384.27,"2,545",113.89,,,"1,505",67.35,"3,693",165.26,,,51,2.28,,,,,,, -   ,0,689,30.83,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,104,4.65,,
41029,"212,567",Clinton,"43,550","53,083","103,789",0.4196,0.5115,-0.0918,0.0918,"42,341","46,974","91,955",0.4605,0.5108,"-4,633",-0.0504,"1,209","6,109",2784,76,32780,366,"Medford, OR","212,567",Metropolitan Statistical Area,Central,203206,197,"57,864",284.76,"25,890",127.41,,,"5,252",25.85,"16,565",81.52,100,0.49,345,1.7,66,0.32,,,83,0.41,149,0.73,"8,471",41.69,,,102,0.5,54,0.27,,,156,0.77,,,,,60,0.3,,,467,2.3,527,2.6,238,1.17,4,0.02
41031,"22,666",Clinton,"2,892","5,337","8,874",0.3259,0.6014,-0.2755,0.2755,"3,238","4,576","7,978",0.4059,0.5736,"-1,338",-0.1677,-346,761,1781,13,,,,,,"Not Metro or Micro, Presumed Rural",21720,30,"5,763",265.33,"3,294",151.66,187,8.61,477,21.96,"1,156",53.22,,,65,2.99,,,,,,, -   ,0,584,26.89,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41033,"84,745",Clinton,"13,223","26,582","42,613",0.3103,0.6238,-0.3135,0.3135,"14,929","23,636","39,679",0.3762,0.5957,"-8,707",-0.2194,"-1,706","2,946",1640,52,24420,366,"Grants Pass, OR","84,745",Metropolitan Statistical Area,Central,82713,90,"21,499",259.92,"10,843",131.09,,,"2,417",29.22,"3,891",47.04,,,114,1.38,,,,,20,0.24,20,0.24,"4,143",50.09,,,25,0.3,,,,,25,0.3,,,,,,,,,,, -   ,0,46,0.56,,
41035,"66,016",Clinton,"7,080","20,170","29,240",0.2421,0.6898,-0.4477,0.4477,"8,140","18,654","27,530",0.2957,0.6776,"-10,514",-0.3819,"-1,060","1,516",5941,11,28900,,"Klamath Falls, OR",,Micropolitan Statistical Area,Central,66380,99,"18,330",276.14,"7,945",119.69,30,0.45,"2,218",33.41,"4,460",67.19,,,44,0.66,,,,,,, -   ,0,"3,133",47.2,,,,,,,,, -   ,0,308,4.64,,,,,,,,, -   ,0,25,0.38,,
41037,"7,829",Clinton,628,"3,001","3,814",0.1647,0.7868,-0.6222,0.6222,769,"2,801","3,676",0.2092,0.762,"-2,032",-0.5528,-141,200,8139,1,,,,,,"Not Metro or Micro, Presumed Rural",7895,26,"1,745",221.03,597,75.62,,,183,23.18,548,69.41,,,5,0.63,,,,,,, -   ,0,412,52.18,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41039,"362,895",Clinton,"100,497","66,218","181,072",0.555,0.3657,0.1893,-0.1893,"99,891","60,979","166,176",0.6011,0.367,"38,912",0.2342,606,"5,239",4553,80,21660,,"Eugene, OR","362,895",Metropolitan Statistical Area,Central,351715,357,"87,756",249.51,"34,051",96.81,295,0.84,"12,082",34.35,"21,785",61.94,240,0.68,497,1.41,"1,839",5.23,,,189,0.54,"2,028",5.77,"12,687",36.07,"1,562",4.44,161,0.46,12,0.03,,,"1,735",4.93,308,0.88,,,250,0.71,986,2.8,,,"1,236",3.51,478,1.36,,
41041,"47,038",Clinton,"12,300","9,901","24,035",0.5118,0.4119,0.0998,-0.0998,"13,277","8,623","22,612",0.5872,0.3813,"4,654",0.2058,-977,"1,278",980,48,35440,,"Newport, OR",,Micropolitan Statistical Area,Central,46034,78,"9,980",216.8,"4,303",93.47,,,"1,464",31.8,"2,524",54.83,,,72,1.56,20,0.43,,,,,20,0.43,"1,563",33.95,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,34,0.74,,
41043,"120,547",Clinton,"17,456","32,683","54,724",0.319,0.5972,-0.2783,0.2783,"19,893","28,482","49,987",0.398,0.5698,"-8,589",-0.1718,"-2,437","4,201",2290,53,10540,440,"Albany, OR","120,547",Metropolitan Statistical Area,Central,116672,156,"32,118",275.28,"16,383",140.42,,,"3,697",31.69,"7,690",65.91,,,124,1.06,,,,,,, -   ,0,"4,224",36.2,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41045,"30,380",Clinton,"2,213","7,141","9,950",0.2224,0.7177,-0.4953,0.4953,"2,701","6,751","9,711",0.2781,0.6952,"-4,050",-0.4171,-488,390,9888,3,36620,147,"Ontario, OR-ID",,Micropolitan Statistical Area,Central,31313,66,"18,183",580.69,"3,208",102.45,,,"1,304",41.64,"8,060",257.4,,,24,0.77,"1,250",39.92,,,53,1.69,"1,303",41.61,"4,284",136.81,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41047,"330,700",Clinton,"48,803","54,336","110,804",0.4404,0.4904,-0.0499,0.0499,"54,337","58,435","115,519",0.4704,0.5058,"-4,098",-0.0355,"-5,534","-4,099",1182,280,41420,440,"Salem, OR","410,091",Metropolitan Statistical Area,Central,315335,289,"133,875",424.55,"46,619",147.84,189,0.6,"12,797",40.58,"62,607",198.54,,,393,1.25,34,0.11,,,,,34,0.11,"10,201",32.35,,,25,0.08,,,,,25,0.08,,,,,,,362,1.15,,,362,1.15,314,1,,
41049,"11,190",Clinton,"1,004","2,698","3,989",0.2517,0.6764,-0.4247,0.4247,"1,189","2,524","3,838",0.3098,0.6576,"-1,335",-0.3478,-185,174,2032,6,25840,,"Hermiston-Pendleton, OR",,Micropolitan Statistical Area,Outlying,11173,27,"5,419",485.01,880,78.76,,,661,59.16,"3,084",276.02,,,9,0.81,,,,,,, -   ,0,785,70.26,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41051,"790,294",Clinton,"271,754","63,055","357,762",0.7596,0.1762,0.5833,-0.5833,"261,222","71,947","344,614",0.758,0.2088,"189,275",0.5492,"10,532","-8,892",431,1832,38900,440,"Portland-Vancouver-Hillsboro, OR-WA","2,389,228",Metropolitan Statistical Area,Central,735334,626,"263,934",358.93,"73,465",99.91,"3,590",4.88,"31,544",42.9,"112,380",152.83,"3,915",5.32,"1,117",1.52,"7,314",9.95,592,0.81,998,1.36,"8,904",12.11,"16,721",22.74,"1,562",2.12,263,0.36,120,0.16,,,"1,945",2.65,"2,140",2.91,"2,619",3.56,615,0.84,869,1.18,"2,187",2.97,"6,290",8.55,"1,756",2.39,,
41053,"79,391",Clinton,"15,741","18,333","37,030",0.4251,0.4951,-0.07,0.07,"15,761","17,377","33,996",0.4636,0.5111,"-1,616",-0.0475,-20,956,741,107,41420,440,"Salem, OR","410,091",Metropolitan Statistical Area,Central,75403,85,"17,903",237.43,"8,520",112.99,,,"2,127",28.21,"2,522",33.45,,,50,0.66,11,0.15,,,,,11,0.15,"4,648",61.64,,,25,0.33,,,,,25,0.33,,,,,,,,,,, -   ,0,,,,
41055,"1,680",Clinton,202,726,983,0.2055,0.7386,-0.5331,0.5331,317,677,"1,019",0.3111,0.6644,-360,-0.3533,-115,49,824,2,,,,,,"Not Metro or Micro, Presumed Rural",1765,7,303,171.67,75,42.49,,,191,108.22,30,17,,,7,3.97,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41057,"25,653",Clinton,"5,701","6,486","13,261",0.4299,0.4891,-0.0592,0.0592,"6,249","5,670","12,346",0.5062,0.4593,579,0.0469,-548,816,1103,23,,,,,,"Not Metro or Micro, Presumed Rural",25250,37,"7,080",280.4,"3,039",120.36,,,936,37.07,"2,196",86.97,,,30,1.19,,,,,,, -   ,0,879,34.81,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41059,"76,531",Clinton,"7,466","16,775","26,116",0.2859,0.6423,-0.3564,0.3564,"8,499","15,425","24,623",0.3452,0.6264,"-6,926",-0.2813,"-1,033","1,350",3216,24,25840,,"Hermiston-Pendleton, OR",,Micropolitan Statistical Area,Central,75889,122,"29,900",394,"9,816",129.35,,,"3,575",47.11,"11,402",150.25,,,121,1.59,,,,,,, -   ,0,"4,748",62.57,238,3.14,,,,,,,238,3.14,,,,,,,,,,, -   ,0,,,,
41061,"25,790",Clinton,"3,221","8,378","12,465",0.2584,0.6721,-0.4137,0.4137,"3,943","7,608","11,905",0.3312,0.6391,"-3,665",-0.3079,-722,770,2037,13,29260,,"La Grande, OR",,Micropolitan Statistical Area,Central,25748,49,"7,911",307.25,"3,154",122.49,,,"1,115",43.3,"1,257",48.82,,,37,1.44,,,,,,, -   ,0,"2,348",91.19,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41063,"6,856",Clinton,"1,097","2,825","4,177",0.2626,0.6763,-0.4137,0.4137,"1,252","2,796","4,152",0.3015,0.6734,"-1,544",-0.3719,-155,29,3146,2,,,,,,"Not Metro or Micro, Presumed Rural",7008,25,"1,976",281.96,887,126.57,,,377,53.8,250,35.67,,,27,3.85,28,4,,,,,28,4,330,47.09,,,77,10.99,,,,,77,10.99,,,,,,,,,,, -   ,0,,,,
41065,"25,775",Clinton,"4,634","5,721","11,251",0.4119,0.5085,-0.0966,0.0966,"5,066","5,152","10,550",0.4802,0.4883,-86,-0.0082,-432,569,2382,11,45520,,"The Dalles, OR",,Micropolitan Statistical Area,Central,25213,39,"10,310",408.92,"2,698",107.01,,,"1,205",47.79,"5,192",205.93,50,1.98,81,3.21,,,,,,, -   ,0,"1,084",42.99,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41067,"574,326",Clinton,"137,818","75,903","232,034",0.594,0.3271,0.2668,-0.2668,"124,431","86,551","216,473",0.5748,0.3998,"37,880",0.175,"13,387","-10,648",724,793,38900,440,"Portland-Vancouver-Hillsboro, OR-WA","2,389,228",Metropolitan Statistical Area,Central,529710,342,"163,415",308.5,"58,752",110.91,,,"17,404",32.86,"55,886",105.5,550,1.04,740,1.4,953,1.8,,,,,953,1.8,"23,763",44.86,"1,992",3.76,50,0.09,,,"2,000",3.78,"4,042",7.63,616,1.16,,,60,0.11,,,,,60,0.11,474,0.89,8,0.02
41069,"1,358",Clinton,153,583,792,0.1932,0.7361,-0.5429,0.5429,262,542,841,0.3115,0.6445,-280,-0.3329,-109,41,1715,1,,,,,,"Not Metro or Micro, Presumed Rural",1441,7,340,235.95,166,115.2,,,85,58.99,40,27.76,,,1,0.69,,,,,,, -   ,0,48,33.31,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
41071,"102,659",Clinton,"18,635","22,589","45,116",0.413,0.5007,-0.0876,0.0876,"18,906","21,711","41,750",0.4528,0.52,"-2,805",-0.0672,-271,878,716,143,38900,440,"Portland-Vancouver-Hillsboro, OR-WA","2,389,228",Metropolitan Statistical Area,Outlying,99193,125,"33,403",336.75,"14,222",143.38,,,"3,314",33.41,"11,274",113.66,,,89,0.9,,,,,,, -   ,0,"4,446",44.82,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,58,0.58,,
42001,"102,295",Trump,"14,077","31,249","47,138",0.2986,0.6629,-0.3643,0.3643,"14,893","26,490","41,973",0.3548,0.6311,"-11,597",-0.2763,-816,"4,759",519,197,23900,276,"Gettysburg, PA","102,295",Metropolitan Statistical Area,Central,101407,138,"45,550",449.18,"10,510",103.64,180,1.78,"18,854",185.92,"15,049",148.4,,,12,0.12,,,,,,, -   ,0,878,8.66,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,67,0.66,,
42003,"1,230,459",Trump,"363,017","257,488","643,173",0.5644,0.4003,0.1641,-0.1641,"348,151","259,304","614,671",0.5664,0.4219,"88,847",0.1445,"14,866","-1,816",730,1685,38300,430,"Pittsburgh, PA","2,353,045",Metropolitan Statistical Area,Central,1223348,"1,148","740,979",605.7,"78,101",63.84,"14,268",11.66,"139,551",114.07,"460,672",376.57,"9,606",7.85,179,0.15,"1,523",1.24,,,96,0.08,"1,619",1.32,"4,370",3.57,700,0.57,"1,051",0.86,,,"6,700",5.48,"8,451",6.91,"5,822",4.76,"4,001",3.27,"3,700",3.02,548,0.45,"8,483",6.93,"16,732",13.67,"1,028",0.84,106,0.09
42005,"67,052",Trump,"6,849","22,676","30,446",0.225,0.7448,-0.5198,0.5198,"8,694","19,231","28,322",0.307,0.679,"-10,537",-0.372,"-1,845","3,445",653,103,38300,430,"Pittsburgh, PA","2,353,045",Metropolitan Statistical Area,Outlying,68941,154,"36,756",533.15,"6,909",100.22,,,"17,886",259.44,"11,961",173.5,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
42007,"168,871",Trump,"30,225","46,081","79,036",0.3824,0.583,-0.2006,0.2006,"36,833","42,118","80,015",0.4603,0.5264,"-5,285",-0.0661,"-6,608","3,963",435,388,38300,430,"Pittsburgh, PA","2,353,045",Metropolitan Statistical Area,Central,170539,232,"88,734",520.32,"11,390",66.79,"3,117",18.28,"23,930",140.32,"46,096",270.3,"2,834",16.62,8,0.05,,,,,,, -   ,0,544,3.19,,,,,,,,, -   ,0,812,4.76,,,,,,,,, -   ,0,,,3,0.02
